""	"rowname"	"FL.CON1062.BAL.FlushControl"	"FL.CON1063.BAL.FlushControl"	"FL.CON1064.BAL.FlushControl"	"FL.CON1065.BAL.FlushControl"	"FL.CON1066.BAL.FlushControl"	"FL.CON1067.BAL.FlushControl"	"FL.CON1068.BAL.FlushControl"	"FL.CON1069.BAL.FlushControl"	"FL.CON1070.BAL.FlushControl"	"FL.CON1071.BAL.FlushControl"	"FL.CON1072.BAL.FlushControl"	"FL.CON1073.BAL.FlushControl"	"FL.CON1074.BAL.FlushControl"	"FL.CON1076.BAL.FlushControl"	"FL.POST.01.004.BAL.FlushControl"	"FL.POST.01.005.BAL.FlushControl"	"FL.POST.01.006.BAL.FlushControl"	"FL.POST.01.007.BAL.FlushControl"	"FL.POST.01.010.BAL.FlushControl"	"FL.POST.01.011.BAL.FlushControl"	"FL.POST.01.013.BAL.FlushControl"	"FL.POST.02.002.BAL.FlushControl"	"FL.POST.02.003.BAL.FlushControl"	"FL.POST.02.004.BAL.FlushControl"	"FL.POST.02.005.BAL.FlushControl"	"FL.POST.02.006.BAL.FlushControl"	"FL.POST.02.007.BAL.FlushControl"	"FL.POST.02.008.BAL.FlushControl"	"FL.POST.02.009.BAL.FlushControl"	"FL.POST.02.010.BAL.FlushControl"	"FL.POST.02.011.BAL.FlushControl"	"FL.POST.02.012.BAL.FlushControl"	"FL.POST.02.013.BAL.FlushControl"	"FL.POST.03.002.BAL.FlushControl"	"ILDCON1062.BAL"	"ILDCON1063.BAL"	"ILDCON1064.BAL"	"ILDCON1064a.BAL"	"ILDCON1065.BAL"	"ILDCON1065a.BAL"	"ILDCON1066.BAL"	"ILDCON1066a.BAL"	"ILDCON1067.BAL"	"ILDCON1068.BAL"	"ILDCON1069.BAL"	"ILDCON1069a.BAL"	"ILDCON1070.BAL"	"ILDCON1071.BAL"	"ILDCON1071a.BAL"	"ILDCON1072.BAL"	"ILDCON1073.BAL"	"ILDCON1074.BAL"	"ILDCON1076.BAL"	"ILDCON1076a.BAL"	"NEG.OR.01.002.Water.OralControl"	"NEG.OR.01.004.Water.OralControl"	"NEG.OR.01.005.Water.OralControl"	"NEG.OR.01.006.Water.OralControl"	"NEG.OR.01.007.Water.OralControl"	"NEG.OR.01.010.Water.OralControl"	"NEG.OR.01.011.Water.OralControl"	"NEG.OR.01.013.Water.OralControl"	"NEG.OR.03.001.Water.OralControl"	"NEG.OR.CON1062.Water.OralControl"	"NEG.OR.CON1063.Water.OralControl"	"NEG.OR.CON1067.Water.OralControl"	"NEG.OR.CON1068.Water.OralControl"	"NEG.OR.CON1069.Water.OralControl"	"NEG.OR.CON1070.Water.OralControl"	"NEG.OR.CON1071.Water.OralControl"	"NEG.OR.CON1072.Water.OralControl"	"NEG.OR.CON1073.Water.OralControl"	"NEG.OR.CON1074.Water.OralControl"	"NEG.OR.CON1075.Water.OralControl"	"NEG.OR.CON1076.Water.OralControl"	"OR.CON1062.OralRinse"	"OR.CON1063.OralRinse"	"OR.CON1064.OralRinse"	"OR.CON1064a.OralRinse"	"OR.CON1065.OralRinse"	"OR.CON1066.OralRinse"	"OR.CON1067.OralRinse"	"OR.CON1068.OralRinse"	"OR.CON1069.OralRinse"	"OR.CON1069a.OralRinse"	"OR.CON1070.OralRinse"	"OR.CON1071.OralRinse"	"OR.CON1072.OralRinse"	"OR.CON1073.OralRinse"	"OR.CON1074.OralRinse"	"OR.CON1075.OralRinse"	"OR.CON1076.OralRinse"	"OR.POST.01.002.OralRinse"	"OR.POST.01.004.OralRinse"	"OR.POST.01.005.OralRinse"	"OR.POST.01.005a.OralRinse"	"OR.POST.01.006.OralRinse"	"OR.POST.01.007.OralRinse"	"OR.POST.01.007a.OralRinse"	"OR.POST.01.010.OralRinse"	"OR.POST.01.011.OralRinse"	"OR.POST.01.013.OralRinse"	"OR.POST.01.013a.OralRinse"	"OR.POST.02.001.OralRinse"	"OR.POST.02.002.OralRinse"	"OR.POST.02.003.OralRinse"	"OR.POST.02.004.OralRinse"	"OR.POST.02.005.OralRinse"	"OR.POST.02.006.OralRinse"	"OR.POST.02.007.OralRinse"	"OR.POST.02.008.OralRinse"	"OR.POST.02.009.OralRinse"	"OR.POST.02.010.OralRinse"	"OR.POST.02.011.OralRinse"	"OR.POST.02.012.OralRinse"	"OR.POST.02.013.OralRinse"	"OR.POST.03.001.OralRinse"	"OR.POST.03.002.OralRinse"	"POST.01.001.BAL"	"POST.01.003.BAL"	"POST.01.003a.BAL"	"POST.01.004.BAL"	"POST.01.004a.BAL"	"POST.01.005.BAL"	"POST.01.006.BAL"	"POST.01.007.BAL"	"POST.01.007a.BAL"	"POST.01.007b.BAL"	"POST.01.009.BAL"	"POST.01.010.BAL"	"POST.01.011.BAL"	"POST.01.011a.BAL"	"POST.01.013.BAL"	"POST.01.013a.BAL"	"POST.02.001.BAL"	"POST.02.002.BAL"	"POST.02.003.BAL"	"POST.02.004.BAL"	"POST.02.005.BAL"	"POST.02.006.BAL"	"POST.02.007.BAL"	"POST.02.008.BAL"	"POST.02.009.BAL"	"POST.02.010.BAL"	"POST.02.011.BAL"	"POST.02.012.BAL"	"POST.02.013.BAL"	"POST.03.001.BAL"	"POST.03.002.BAL"	"POST.04.001.BAL"	"POST.04.002.BAL"	"POST.04.003.BAL"	"POST.04.004.BAL"	"POST.04.005.BAL"	"RC1.ReagentControl"	"RC10.ReagentControl"	"RC2.ReagentControl"	"RC3.ReagentControl"	"RC4.ReagentControl"	"RC5.ReagentControl"	"RC6.ReagentControl"	"RC7.ReagentControl"	"RC8.ReagentControl"	"RC9.ReagentControl"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"55"	"Exiguobacterium"	0	0	0	0.00594380403458213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244821092278719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564075445090781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"56"	"Alicyclobacillus"	0	0	0	0	0	0	0	0	0	0.0745393634840871	0	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041413583655439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106382978723404	0	0	0	0	0	0	0	0	0.00408401400233372	0	0.00102602369181979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"57"	"Anoxybacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345588235294118	0	0.00626795507965526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536044362292052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"58"	"Bacillus"	0.0759936406995231	0	0.0352765816495528	0.0172910662824208	0.0524193548387097	0.110539215686275	0.0764917901481778	0.0704185520361991	0.0991884580703336	0.189698492462312	0	0.0702341137123746	0.140456182472989	0.0988292011019284	0.0278055833611389	0.0192616372391653	0.0984507746126937	0.00240233966993942	0.0687081832218219	0.0396702730551262	0.207533759772566	0.151470588235294	0.0250048459003683	0.0292504570383912	0.052275291462956	0	0.0998116760828625	0.111602209944751	0.0223048327137546	0.0368535150201301	0.0346129641283826	0.054678007290401	0.165434021019852	0.0976357267950963	0.00299800133244504	0	0	0	0.00809716599190283	0.0153271028037383	0.0217726396917148	0.0650977415069273	0.00579621720561318	0.00819844439772966	0.022287923584262	0.0146327187591454	0	0	0	0.00256191289496157	0.0052457205963556	0.00300360432519023	0.0282909930715935	0.0553688823959094	0.0898976412995105	0.0833029529711994	0.0773958570452993	0.0654515327257664	0.0349368940918237	0.0819888047415212	0.0876216968011127	0.0656259955399809	0.0974658869395711	0.039167916041979	0.117769827072153	0.0881659594530882	0.0505698005698006	0.111459968602826	0.0433462175593595	0	0	0.0425138632162662	0.0576713819368879	0.152743450321305	0.0895989974937343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201497860199715	0.023936170212766	0.0513164965072542	0.0498764669549104	0.013953488372093	0	0.0269790557330493	0.00491243058521999	0	0	0	0	0.0245312937226005	0.0602855631940772	0	0	0.00376344086021505	0	0.00494521477746534	0.0164759725400458	0.0548675340962533	0	0.00724518359953894	0	0.0726309816531114	0.0319148936170213	0.0144859813084112	0	0	0	0	0	0	0.00832799487508008	0.0162822252374491	0.046875	0.0608034744842562	0.0391117840020187	0.0451846114123419	0.082553883692558	0.0937420178799489	0.0662401204365826	0.0104886160143259	0.0343940855030537	0	0.066761652757989	NA	NA	NA	NA	NA	NA	NA
"59"	"Geobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0440251572327044	0.00376647834274953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001458257382428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145085237577077	0.00840336134453781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392296718972896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051068658974844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488003253355022	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"60"	"Gracilibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728431595720464	0	0	0	0	0.00382287352660083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412595005428882	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"61"	"Oceanobacillus"	0.0524642289348172	0.0315091210613599	0.0303080490228552	0.0679034582132565	0.101075268817204	0.0708333333333333	0.10452543051662	0.0698529411764706	0.0633453561767358	0.0506700167504188	0.0205267234701782	0.0766190331407723	0.126650660264106	0.0258264462809917	0.0217995773551329	0.0397717139290173	0.122438780609695	0.00470022978901191	0.181935151827072	0.0422462648119526	0.109452736318408	0.128676470588235	0.178522969567746	0.0919300078349438	0.0812335464460323	0.0799640610961366	0.0888261142498431	0.191436464088398	0.112586298459904	0.0774233508826262	0.0956576463184393	0.0133657351154313	0.114052160373686	0.0455341506129597	0.00982678214523651	0.00739495798319328	0	0.00347705146036161	0.0097165991902834	0.0119626168224299	0.0581888246628131	0.0620611121654963	0.00884685784014643	0.0252259827622451	0.0475324084603138	0.0414105940883816	0	0	0	0	0.00441744892324683	0.0066079295154185	0.0351039260969977	0.0410518626734843	0.0534045393858478	0.0854903390448414	0.127475529251081	0.0831262082297708	0.0834095481982806	0	0.0347705146036161	0.0659445683338643	0.0608187134502924	0.132683658170915	0.0942158616577221	0.127769919849128	0.179012345679012	0.111459968602826	0.125897294312535	0.0141306573827565	0.0229286086503387	0.149537892791128	0.024664490388103	0.0889767671774592	0.129072681704261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274607703281027	0.0623100303951368	0.0647501343363783	0.038449660284126	0.0165374677002584	0	0.0102946396876109	0	0	0	0.0175029171528588	0	0.017349127879862	0.112991362594747	0	0	0.00483870967741936	0.0072463768115942	0.00959953456802094	0.0233409610983982	0.140460887286409	0	0.00971513255392722	0.00344059906901437	0.129563079250993	0.0691489361702128	0.0205607476635514	0	0.0055577610162763	0.00401069518716578	0.0110314396028682	0	0	0.021460602178091	0.0162822252374491	0.0357142857142857	0.0857763300760043	0.0353267726469846	0.0446682158533437	0.0634404229361529	0.0848020434227331	0.0536319156943922	0.0199539524174981	0.0424300867888139	0.124629080118694	0.0714431101160187	NA	NA	NA	NA	NA	NA	NA
"62"	"Aneurinibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0190427174472465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"63"	"Paenibacillus"	0	0	0	0	0	0	0	0	0	0.0284757118927973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00290170475154153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0220341970738586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"64"	"Planomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00768145477347547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"65"	"Solibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00757976379340737	0	0	0	0	0	0	0	0	0	0	0	0.0137903861308117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"66"	"Sporosarcina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147754137115839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"67"	"Jeotgalicoccus"	0	0	0.0241801921165949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"68"	"Salinicoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00813308687615527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"69"	"Staphylococcus"	0	0	0.0215303080490229	0.011707492795389	0	0	0	0	0.0563570784490532	0	0	0	0	0	0.00155711266822378	0.0247904405207776	0	0	0	0.105100463678516	0	0	0	0	0	0	0	0	0.0355815188528943	0	0	0.0595382746051033	0	0	0.00149900066622252	0	0	0	0.0149797570850202	0	0	0	0	0	0.003183989083466	0	0	0	0	0	0	0	0.00173210161662818	0.00219138056975895	0.00556297285269248	0	0.00591850671522877	0	0	0.0368784985182746	0	0	0	0	0	0	0	0.0141287284144427	0.00966316951960243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159574468085106	0	0	0	0	0	0	0	0	0.00525087514585764	0	0.0438391941050275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00327102803738318	0	0	0	0	0	0	0	0	0	0	0.00479434771637648	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"70"	"Thermoactinomyces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00184873949579832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00935334872979215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"71"	"Gemella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129019045668646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00649568070715864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00890507994333131	0	0	0.0252336448598131	0	0	0.0160427807486631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"72"	"Abiotrophia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294780648517427	0.00301344459898006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040048057669203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307188203972967	0.046117769671704	0	0	0	0	0.0462248069788429	0	0.0559934985778139	0.0587573612122014	0	0	0	0.0133997594914963	0.018854748603352	0.0149693251533742	0.0166002656042497	0.00400534045393859	0.0160395561987458	0	0.0202521971723347	0	0	0.0322530864197531	0	0.0165321030372933	0.0173053152039555	0.00661313179026925	0.0842225609756098	0.0786290322580645	0.0138107416879795	0.00567475124378109	0.0038117770767613	0.00235155790711346	0	0.00981502453756134	0.0560687932136424	0.0412118931125329	0	0.00217560217560218	0.013444474321054	0.0327462666577379	0.0174839502800164	0.104216388225935	0	0.0477410340009315	0.00208084296276619	0.00987828541188922	0.018578352180937	0	0	0	0	0	0	0	0.00875694147800085	0	0	0.00933488914819136	0	0	0	0	0	0	0	0.0307379036167943	0	0	0	0.00197595916351062	0	0.00624172498581426	0.115839243498818	0	0.00810313075506446	0	0	0	0	0.0244941427050053	0.0224215246636771	0	0	0	0	0	0.00976006506710045	0	0	0	0	0	0.00671687360065133	NA	NA	NA	NA	NA	NA	NA
"73"	"Aerococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741198270537369	0.000516795865633075	0	0	0	0	0	0	0	0.0027982464322358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"74"	"Alloiococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108191653786708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333594976452119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00617665225447807	0.00228866740494647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"75"	"Facklamia"	0	0	0	0	0	0	0	0.0042420814479638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00571340333539222	0.00162421557770395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"76"	"Granulicatella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"77"	"Enterococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00849707912904939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447719429157728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015581098339719	0	0	0.0112504018000643	0	0	NA	NA	NA	NA	NA	NA	NA
"78"	"Lactobacillus"	0	0	0.0279894004637297	0.00162103746397695	0	0.0218137254901961	0	0	0.0103697024346258	0	0	0	0	0	0	0.0162297128589263	0	0	0	0.00334878928387429	0	0	0.0106609808102345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566801619433198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333778371161549	0	0	0	0	0.0105367138623642	0	0	0	0	0	0	0.117996201329535	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000783024038837992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00269127258746636	0	0	0.0038109756097561	0.00751466275659824	0.0138107416879795	0.062577736318408	0	0	0.0453935599284436	0	0	0	0	0	0.0567356816348481	0	0.15489687201202	0.000795544948289578	0.022758485383559	0	0.002966308053305	0	0	0	0	0	0	0	0	0	0.000854335753951303	0	0	0	0	0.0416005969592389	0	0	0	0.148387096774194	0	0	0	0	0	0.0102091223448049	0	0.0187251749574428	0	0.00373831775700935	0	0	0	0	0	0	0	0.00814111261872456	0	0	0	0.00981151562096566	0	0	0	0	0	0	0.0052920822308162	NA	NA	NA	NA	NA	NA	NA
